title,creators,title_screen,abstract_screen,reason
A Dataset of Microservices-based Open-Source Projects,"Amoroso d'Aragona, Dario ; Bakhtin, Alexander ; Li, Xiaozhou ; Su, Ruoyu ; Adams, Lauren ; Aponte, Ernesto ; Boyle, Francis ; Boyle, Patrick ; Koerner, Rachel ; Lee, Joseph ; Tian, Fangchao ; Wang, Yuqing ; Nyyssölä, Jesse ; Quevedo, Ernesto ; Rahaman, Shahidur Md ; Abdelfattah, Amr S. ; Mäntylä, Mika ; Cerny, Tomas ; Taibi, Davide",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"GPS Pipeline: portable, scalable genomic pipeline for Streptococcus pneumoniae surveillance from Global Pneumococcal Sequencing Project","Hung, Harry C. H. ; Kumar, Narender ; Dyster, Victoria ; Yeats, Corin ; Metcalf, Benjamin ; Li, Yuan ; Hawkins, Paulina A. ; McGee, Lesley ; Bentley, Stephen D. ; Lo, Stephanie W.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Nine quick tips for software containerization,"Moreau, David ; Wiebels, Kristina",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Toward Understanding the Security of Plugins in Continuous Integration Services,"Li, Xiaofan ; Gu, Yacong ; Qiao, Chu ; Zhang, Zhenkai ; Liu, Daiping ; Ying, Lingyun ; Duan, Haixin ; Gao, Xing",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A multi-dimensional analysis of technical lag in Debian-based Docker images,"Zerouali, Ahmed ; Mens, Tom ; Decan, Alexandre ; Gonzalez-Barahona, Jesus ; Robles, Gregorio",PASS,PASS,Title/description indicate Dockerfile or Docker build relevance
Mobile Sensing with Smart Wearables of the Physical Context of Distance Learning Students to Consider Its Effects on Learning,"Ciordas-Hertel, George-Petru ; Rödling, Sebastian ; Schneider, Jan ; Di Mitri, Daniele ; Weidlich, Joshua ; Drachsler, Hendrik",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Why and how developers maintain smart contracts,"Rosa, Giovanni ; Scalabrino, Simone ; Mastrostefano, Stefano ; Oliveto, Rocco",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Assessing the adoption of security policies by developers in terraform across different cloud providers,"Verdet, Alexandre ; Hamdaqa, Mohammad ; Silva, Leuson Da ; Khomh, Foutse",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A container-based workflow for distributed training of deep learning algorithms in HPC clusters,"González-Abad, Jose ; López García, Álvaro ; Kozlov, Valentin Y.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Design and Implementation of Cloud Docker Application Architecture Based on Machine Learning in Container Management for Smart Manufacturing,"Kim, Byoung Soo ; Lee, Sang Hyeop ; Lee, Ye Rim ; Park, Yong Hyun ; Jeong, Jongpil",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Explodox: unleashing exploit-DB data for automated exploits generation,"d’Ambrosio, Nicola ; Pacchiano, Vittoria ; Perrone, Gaetano ; Romano, Simon Pietro",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Authentication Challenges and Solutions in Microservice Architectures,"Aldea, Constantin Lucian ; Bocu, Razvan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Too many images on DockerHub! How different are images for the same system?,"Ibrahim, Md Hasan ; Sayagh, Mohammed ; Hassan, Ahmed E",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Envyr: Instant Execution with Smart Inference,"Chaudhry, Tanmay ; Garg, Abhay ; Pathak, Yogesh",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Bridging the Theory-Practice Gap in a Maintenance Programming Course: An Experience Report,"Ouhbi, Sofia",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
CONTAIN4n6: a systematic evaluation of container artifacts,"Mishra, Anand K. ; Pilli, Emmanuel S. ; Govil, Mahesh C.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
AI in the Software Development Lifecycle: Insights and Open Research Questions,"Guimaraes, Everton ; Nascimento, Nathalia",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"Sharing Software-Evolution Datasets: Practices, Challenges, and Recommendations","Broneske, David ; Kittan, Sebastian ; Krüger, Jacob",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A Web-Based Docker Image Assistant Generation Tool for User-PC Computing System,"Aung, Lynn Htet ; Funabiki, Nobuo ; Aung, Soe Thandar ; Zhou, Xudong ; Xiang, Xu ; Kao, Wen-Chung",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Mining container image repositories for software configuration and beyond,"Xu, Tianyin ; Marinov, Darko",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Model-driven Generation of Microservice Architectures for Benchmarking Performance and Resilience Engineering Approaches,"Düllmann, Thomas F. ; van Hoorn, André",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Static Vulnerability Analysis of Docker Images,"Jain, Vipin ; Singh, Baldev ; Khenwar, Medha ; Sharma, Milind",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Studying the Practices of Deploying Machine Learning Projects on Docker,"Openja, Moses ; Majidi, Forough ; Khomh, Foutse ; Chembakottu, Bhagya ; Li, Heng; Staron, Miroslaw ; Berger, Christian ; Simmonds, Jocelyn ; Prikladnicki, Rafael",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Challenges in Docker Development: A Large-scale Study Using Stack Overflow,"Haque, Mubin Ul ; Iwaya, Leonardo Horn ; Babar, M. Ali",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Multi-language Software Development in the LLM Era: Insights from Practitioners’ Conversations with ChatGPT,"Aguiar, Lucas ; Paixao, Matheus ; Carmo, Rafael ; Soares, Edson ; Leal, Antonio ; Freitas, Matheus ; Gama, Eliakim; Franch, Xavier ; Daneva, Maya ; Martínez-Fernández, Silverio ; Quaranta, Luigi",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
InfraFix: Technology-Agnostic Repair of Infrastructure as Code,"Saavedra, Nuno ; Ferreira, João F. ; Mendes, Alexandra",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Perspectives and Experiences Supporting Containers for Research Computing at the Texas Advanced Computing Center,"Ferlanti, Erik ; Allen, William J. ; Lima, Ernesto A. B. F. ; Wang, Yinzhi ; Fonner, John M.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
TAMVE: Properties of Design Technologies to Address Challenges to Software Design in the Era of Agility and Frameworks,"Lethbridge, Timothy",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
HL7 FHIR with SNOMED-CT to Achieve Semantic and Structural Interoperability in Personal Health Data: A Proof-of-Concept Study,"Chatterjee, Ayan ; Pahari, Nibedita ; Prinz, Andreas",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Identifying Logging Practices in Open Source Python Containerized Application Projects,"Alves, Marco ; Paula, Hugo",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Practical guide for managing large-scale human genome data in research,"Tanjo, Tomoya ; Kawai, Yosuke ; Tokunaga, Katsushi ; Ogasawara, Osamu ; Nagasaki, Masao",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Automatic non-functional testing of code generators families,"Boussaa, Mohamed ; Barais, Olivier ; Baudry, Benoit ; Sunyé, Gerson",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
AI-NativeBench: An Open-Source White-Box Agentic Benchmark Suite for AI-Native Systems,"Wang, Zirui ; Yu, Guangba ; Lyu, Michael R.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A Large Scale Empirical Analysis on the Adherence Gap between Standards and Tools in SBOM,"Wang, Chengjie ; Wu, Jingzheng ; Lyu, Hao ; Ling, Xiang ; Luo, Tianyue ; Wu, Yanjun ; Zhao, Chen",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Security issues in python open-source software: a mining study from GitHub,"Nocera, Sabato ; Romano, Simone ; Francese, Rita ; Scanniello, Giuseppe",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Continuous A/B Testing in Containers,"Révész, Ádám ; Pataki, Norbert",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Serverless High-Performance Computing over Cloud,"Petrosyan, Davit ; Astsatryan, Hrachya",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Sharing interoperable workflow provenance: A review of best practices and their practical application in CWLProv,"Khan, Farah Zaib ; Soiland-Reyes, Stian ; Sinnott, Richard O ; Lonie, Andrew ; Goble, Carole ; Crusoe, Michael R",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Automatizing the creation of specialized high-performance computing containers,"Ejarque, Jorge ; Badia, Rosa M",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
From Monolithic Systems to Microservices: A Comparative Study of Performance,"Tapia, Freddy ; Mora, Miguel Ángel ; Fuertes, Walter ; Aules, Hernán ; Flores, Edwin ; Toulkeridis, Theofilos",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Does microservice adoption impact the velocity? A cohort study,"Saarimäki, Nyyti ; Robredo, Mikel ; Lenarduzzi, Valentina ; Vegas, Sira ; Juristo, Natalia ; Taibi, Davide",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A Generalized approach to the operationalization of Software Quality Models,"Izurieta, Clemente ; Reimanis, Derek ; O’Donoghue, Eric ; Liyanage, Kaveen ; Manzi Muneza, A. Redempta ; Whitaker, Bradley ; Reinhold, Ann Marie",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
DESIGN OF A SERVERLESS OGC WPS BASED GEOPROCESSING SERVICE SOLUTION,"Pakdil, M. E. ; Çelik, R. N.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
RPCover: Recovering gRPC Dependency in Multilingual Projects,"Fang, Aoyang ; Zhou, Ruiyu ; Tang, Xiaoying ; He, Pinjia",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Extracting enhanced artificial intelligence model metadata from software repositories,"Tsay, Jason ; Braz, Alan ; Hirzel, Martin ; Shinnar, Avraham ; Mummert, Todd",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
